Invoice_ID,Line_No,Item_Description,HSN_Code,Quantity,Unit_Price,Tax_Rate,Line_Total_Amount,PO_Match_Status
INV000202,2,Server,409951,8,14064.20,28.00,144017.41,Partial Match
INV000202,3,Router,435160,5,12874.32,12.00,72096.19,Partial Match
INV000203,1,Server,160359,1,5518.57,28.00,7063.77,Partial Match
INV000203,2,Tablet,354181,5,16086.56,18.00,94910.70,Matched
INV000203,3,Server,355975,3,17838.91,28.00,68501.41,Partial Match
INV000203,4,Mouse,790376,2,10149.72,5.00,21314.41,Partial Match
INV000204,1,SSD,615959,8,14618.27,28.00,149691.08,Matched
INV000204,2,Printer,337499,1,16892.19,12.00,18919.25,Matched
INV000204,3,Printer,144044,3,4586.24,12.00,15409.77,Matched
INV000204,4,Keyboard,779404,10,12451.06,28.00,159373.57,Not Matched
INV000205,1,Server,638779,6,8194.32,28.00,62932.38,Partial Match
INV000205,2,Server,761795,1,18250.31,18.00,21535.37,Not Matched
INV000205,3,Laptop,245374,1,15961.44,12.00,17876.81,Partial Match
INV000205,4,Tablet,827042,6,3645.62,28.00,27998.36,Not Matched
INV000206,1,Server,279522,3,4239.00,28.00,16277.76,Matched
INV000206,2,Laptop,350703,6,7953.33,12.00,53446.38,Partial Match
INV000206,3,Printer,863762,2,14658.97,18.00,34595.17,Partial Match
INV000207,1,Tablet,844842,6,13166.19,18.00,93216.63,Partial Match
INV000207,2,Keyboard,846371,3,18820.48,28.00,72270.64,Partial Match
INV000207,3,SSD,557417,9,2396.79,5.00,22649.67,Matched
INV000207,4,Webcam,419045,2,1368.36,5.00,2873.56,Matched
INV000207,5,Mouse,723981,3,11705.73,18.00,41438.28,Not Matched
INV000208,1,SSD,219327,1,1307.44,5.00,1372.81,Not Matched
INV000208,2,Webcam,998114,4,14474.95,5.00,60794.79,Matched
INV000208,3,Mouse,310648,1,17209.32,12.00,19274.44,Not Matched
INV000209,1,Server,613414,5,7212.76,5.00,37866.99,Partial Match
INV000209,2,Monitor,987345,5,19836.34,18.00,117034.41,Not Matched
INV000209,3,Server,773958,8,18258.88,18.00,172363.83,Not Matched
INV000209,4,Mouse,183338,4,9175.03,18.00,43306.14,Matched
INV000210,1,Mouse,840558,9,8617.94,5.00,81439.53,Not Matched
INV000210,2,Printer,602226,4,6831.82,28.00,34978.92,Not Matched
INV000210,3,Monitor,714106,1,6783.66,28.00,8683.08,Matched
INV000210,4,Router,271597,5,2872.62,18.00,16948.46,Not Matched
INV000211,1,Monitor,696684,8,16620.00,5.00,139608.00,Matched
INV000211,2,Server,320815,9,6819.84,12.00,68743.99,Partial Match
INV000212,1,SSD,950694,4,7535.66,12.00,33759.76,Matched
INV000212,2,Webcam,599162,8,15599.70,12.00,139773.31,Not Matched
INV000212,3,Router,910526,4,12532.64,5.00,52637.09,Matched
INV000212,4,Server,938812,6,14733.61,5.00,92821.74,Partial Match
INV000212,5,Webcam,592445,2,14500.41,5.00,30450.86,Matched
INV000213,1,Router,787012,9,16193.06,5.00,153024.42,Matched
INV000213,2,Monitor,525752,7,5950.92,28.00,53320.24,Matched
INV000213,3,Printer,878274,1,12672.52,28.00,16220.83,Partial Match
INV000213,4,Keyboard,628252,3,1094.34,12.00,3676.98,Not Matched
INV000214,1,Server,190130,5,2428.85,12.00,13601.56,Matched
INV000214,2,Laptop,678383,8,5401.70,28.00,55313.41,Not Matched
INV000214,3,Laptop,266832,9,9406.77,5.00,88893.98,Not Matched
INV000214,4,Printer,942622,4,10875.14,18.00,51330.66,Not Matched
INV000214,5,Webcam,107800,7,19499.55,12.00,152876.47,Matched
INV000215,1,Mouse,323906,3,1369.74,28.00,5259.80,Partial Match
INV000215,2,Monitor,267799,8,14802.51,18.00,139735.69,Matched
INV000215,3,SSD,576338,4,5078.33,28.00,26001.05,Partial Match
INV000215,4,Webcam,604956,10,18956.83,18.00,223690.59,Not Matched
INV000216,1,Printer,726073,8,15130.44,5.00,127095.70,Partial Match
INV000216,2,Webcam,462947,10,16584.96,5.00,174142.08,Partial Match
INV000216,3,Webcam,295275,8,6131.84,28.00,62790.04,Not Matched
INV000216,4,Monitor,326479,9,4790.76,12.00,48290.86,Matched
INV000217,1,Laptop,147808,2,19476.06,18.00,45963.50,Partial Match
INV000217,2,Tablet,331198,6,14397.71,12.00,96752.61,Not Matched
INV000217,3,Server,265085,9,4230.08,5.00,39974.26,Not Matched
INV000218,1,SSD,573556,4,13503.07,5.00,56712.89,Partial Match
INV000218,2,Router,263648,6,3115.03,18.00,22054.41,Not Matched
INV000218,3,Server,300374,4,16173.13,18.00,76337.17,Matched
INV000218,4,Monitor,483050,7,18512.77,28.00,165874.42,Partial Match
INV000218,5,Router,930010,7,17221.00,28.00,154300.16,Not Matched
INV000219,1,Keyboard,149435,10,7839.07,18.00,92501.03,Partial Match
INV000219,2,Mouse,135466,10,15172.51,5.00,159311.36,Partial Match
INV000220,1,Webcam,399754,10,18291.05,18.00,215834.39,Not Matched
INV000220,2,Webcam,530861,5,12331.61,18.00,72756.50,Not Matched
INV000220,3,Router,593508,1,8575.37,5.00,9004.14,Matched
INV000221,1,Mouse,354929,8,11783.11,18.00,111232.56,Partial Match
INV000221,2,Printer,916269,2,2363.97,18.00,5578.97,Partial Match
INV000221,3,Printer,742528,4,18440.00,18.00,87036.80,Partial Match
INV000222,1,Keyboard,268871,9,13697.76,18.00,145470.21,Matched
INV000222,2,Monitor,437287,8,4563.59,12.00,40889.77,Matched
INV000222,3,Router,891258,2,6260.92,12.00,14024.46,Matched
INV000222,4,Keyboard,368356,4,18883.46,18.00,89129.93,Partial Match
INV000223,1,Monitor,797285,6,6234.33,28.00,47879.65,Partial Match
INV000223,2,Monitor,160897,5,8932.16,18.00,52699.74,Partial Match
INV000223,3,Tablet,418607,3,18885.24,28.00,72519.32,Not Matched
INV000224,1,SSD,463785,5,4856.35,12.00,27195.56,Partial Match
INV000224,2,Laptop,811614,1,19182.30,5.00,20141.42,Not Matched
INV000224,3,SSD,821348,9,17742.35,28.00,204391.87,Matched
INV000224,4,Webcam,252696,8,11101.76,5.00,93254.78,Matched
INV000224,5,Monitor,103713,6,19674.14,5.00,123947.08,Partial Match
INV000225,1,Server,584750,2,17294.14,12.00,38738.87,Matched
INV000225,2,Mouse,747217,10,9115.59,5.00,95713.70,Not Matched
INV000225,3,Laptop,576081,3,8939.02,18.00,31644.13,Matched
INV000225,4,SSD,981808,3,17194.18,28.00,66025.65,Not Matched
INV000226,1,Tablet,966826,1,15411.83,28.00,19727.14,Not Matched
INV000226,2,Server,725237,10,4760.81,12.00,53321.07,Partial Match
INV000227,1,Server,623452,4,7848.32,12.00,35160.47,Matched
INV000227,2,Keyboard,892406,9,7917.50,28.00,91209.60,Matched
INV000227,3,Tablet,752717,4,11142.72,28.00,57050.73,Not Matched
INV000227,4,Server,611634,2,10845.31,12.00,24293.49,Partial Match
INV000227,5,Tablet,936589,1,3062.67,5.00,3215.80,Partial Match
INV000228,1,Mouse,102720,5,2602.04,5.00,13660.71,Not Matched
INV000228,2,Laptop,979008,4,9061.20,18.00,42768.86,Partial Match
INV000228,3,Mouse,126684,10,14475.43,5.00,151992.02,Matched
INV000228,4,SSD,553538,4,12114.58,5.00,50881.24,Partial Match
INV000228,5,Webcam,866842,6,3726.52,18.00,26383.76,Matched
INV000229,1,Tablet,756460,5,14087.65,5.00,73960.16,Matched
INV000229,2,SSD,778448,5,8463.62,12.00,47396.27,Not Matched
INV000230,1,Webcam,450642,9,19840.99,5.00,187497.36,Partial Match
INV000230,2,Laptop,220839,5,7006.26,12.00,39235.06,Partial Match
INV000230,3,Monitor,682799,7,8481.44,28.00,75993.70,Not Matched
INV000230,4,SSD,511444,3,11078.73,18.00,39218.70,Not Matched
INV000230,5,Tablet,606166,10,8275.56,12.00,92686.27,Not Matched
INV000231,1,Tablet,557698,9,14777.90,12.00,148961.23,Partial Match
INV000231,2,Server,892821,1,4114.86,12.00,4608.64,Partial Match
INV000232,1,Keyboard,698598,9,13036.11,18.00,138443.49,Matched
INV000232,2,Printer,630061,1,16772.68,18.00,19791.76,Partial Match
INV000233,1,Keyboard,797667,4,1547.72,12.00,6933.79,Not Matched
INV000233,2,Server,278887,6,15255.36,28.00,117161.16,Partial Match
INV000234,1,Keyboard,148914,3,13635.60,28.00,52360.70,Partial Match
INV000234,2,Keyboard,714341,7,11731.93,18.00,96905.74,Partial Match
INV000234,3,SSD,905997,3,12316.07,18.00,43598.89,Partial Match
INV000235,1,SSD,576681,10,7923.35,5.00,83195.18,Not Matched
INV000235,2,Router,517880,10,8663.90,12.00,97035.68,Not Matched
INV000235,3,Tablet,149365,2,1982.63,12.00,4441.09,Partial Match
INV000235,4,Router,389519,9,3043.56,5.00,28761.64,Matched
INV000235,5,Mouse,481740,5,18283.65,12.00,102388.44,Matched
INV000236,1,Mouse,876217,3,9099.21,5.00,28662.51,Not Matched
INV000236,2,Mouse,985144,1,3508.04,18.00,4139.49,Not Matched
INV000236,3,Mouse,586281,1,12450.32,28.00,15936.41,Not Matched
INV000236,4,Keyboard,677620,8,17460.02,5.00,146664.17,Partial Match
INV000236,5,Laptop,271534,10,8161.79,28.00,104470.91,Matched
INV000237,1,Mouse,100376,5,13895.14,5.00,72949.49,Not Matched
INV000237,2,Router,336607,10,1295.57,5.00,13603.49,Partial Match
INV000237,3,Laptop,613452,9,7424.21,12.00,74836.04,Not Matched
INV000237,4,Mouse,140984,5,6687.15,12.00,37448.04,Not Matched
INV000238,1,SSD,983125,8,11484.02,5.00,96465.77,Partial Match
INV000238,2,Printer,480963,9,19107.16,12.00,192600.17,Not Matched
INV000238,3,Printer,759729,10,9651.58,28.00,123540.22,Partial Match
INV000238,4,Mouse,305312,9,9061.97,18.00,96238.12,Partial Match
INV000238,5,Webcam,678523,7,12360.87,18.00,102100.79,Partial Match
INV000239,1,Router,617251,10,16307.15,12.00,182640.08,Matched
INV000239,2,SSD,838803,2,1065.08,18.00,2513.59,Partial Match
INV000239,3,Mouse,534886,6,10577.46,18.00,74888.42,Not Matched
INV000240,1,Webcam,642953,10,12134.34,18.00,143185.21,Not Matched
INV000240,2,SSD,398841,1,3877.06,5.00,4070.91,Matched
INV000240,3,Monitor,976118,7,13482.14,18.00,111362.48,Matched
INV000240,4,Router,914351,6,14298.29,18.00,101231.89,Matched
INV000241,1,Monitor,647360,5,13868.44,18.00,81823.80,Matched
INV000241,2,Printer,448335,2,12000.50,12.00,26881.12,Matched
INV000241,3,Monitor,796536,10,9910.09,18.00,116939.06,Partial Match
INV000241,4,Keyboard,172282,10,17269.43,18.00,203779.27,Partial Match
INV000242,1,Tablet,275484,7,12697.06,18.00,104877.72,Not Matched
INV000242,2,Printer,462693,1,19172.62,5.00,20131.25,Not Matched
INV000242,3,Router,873698,3,14602.92,12.00,49065.81,Matched
INV000242,4,Printer,605032,1,5407.42,5.00,5677.79,Partial Match
INV000243,1,Webcam,273380,5,12522.34,28.00,80142.98,Not Matched
INV000243,2,Tablet,820854,8,16230.42,5.00,136335.53,Not Matched
INV000243,3,Monitor,818756,10,3367.99,28.00,43110.27,Not Matched
INV000243,4,Router,346341,8,8105.38,28.00,82999.09,Partial Match
INV000244,1,Monitor,656512,8,11716.22,18.00,110601.12,Not Matched
INV000244,2,Webcam,835895,3,12781.69,5.00,40262.32,Partial Match
INV000245,1,Laptop,482713,10,19338.18,5.00,203050.89,Not Matched
INV000245,2,Mouse,196490,7,9856.24,18.00,81412.54,Partial Match
INV000245,3,SSD,715643,10,16273.81,12.00,182266.67,Not Matched
INV000245,4,SSD,272337,8,12823.53,18.00,121054.12,Partial Match
INV000245,5,Router,951464,6,17671.39,12.00,118751.74,Not Matched
INV000246,1,Webcam,751925,4,16530.37,18.00,78023.35,Partial Match
INV000246,2,Mouse,776264,8,2865.86,28.00,29346.41,Not Matched
INV000246,3,Laptop,430134,2,14344.79,5.00,30124.06,Not Matched
INV000246,4,Router,578131,1,9390.29,12.00,10517.12,Not Matched
INV000246,5,Mouse,770873,7,6859.74,28.00,61463.27,Partial Match
INV000247,1,Printer,272262,6,12804.62,12.00,86047.05,Not Matched
INV000247,2,Router,441000,6,15352.74,5.00,96722.26,Not Matched
INV000247,3,Keyboard,920253,3,6500.52,18.00,23011.84,Partial Match
INV000247,4,Keyboard,369153,9,16852.59,28.00,194141.84,Matched
INV000247,5,Server,503928,1,17420.00,18.00,20555.60,Not Matched
INV000248,1,Router,738782,7,13892.36,12.00,108916.10,Partial Match
INV000248,2,Laptop,323889,8,13374.80,18.00,126258.11,Matched
INV000248,3,Tablet,289566,2,9304.07,12.00,20841.12,Partial Match
INV000249,1,Webcam,228968,6,9242.71,5.00,58229.07,Matched
INV000249,2,Router,985690,1,10370.76,18.00,12237.50,Partial Match
INV000249,3,Router,638534,3,8694.14,5.00,27386.54,Partial Match
INV000250,1,Webcam,883336,3,13415.79,12.00,45077.05,Matched
INV000250,2,Monitor,799386,8,19849.63,28.00,203260.21,Matched
INV000250,3,Server,181493,4,6820.34,18.00,32192.00,Matched
INV000251,1,Tablet,363364,7,8498.34,28.00,76145.13,Partial Match
INV000251,2,Mouse,910046,9,13318.47,5.00,125859.54,Partial Match
INV000251,3,Printer,275398,7,6821.55,18.00,56346.00,Not Matched
INV000251,4,Laptop,736634,10,11795.61,5.00,123853.91,Partial Match
INV000252,1,Tablet,679596,7,9032.45,18.00,74608.04,Not Matched
INV000252,2,Tablet,703949,2,13215.68,5.00,27752.93,Matched
INV000252,3,Webcam,946579,1,12294.00,18.00,14506.92,Not Matched
INV000252,4,Router,661480,10,7361.66,28.00,94229.25,Not Matched
INV000252,5,Server,153455,1,15926.94,28.00,20386.48,Matched
INV000253,1,Server,895520,6,9394.31,5.00,59184.15,Partial Match
INV000253,2,Webcam,903478,6,17841.84,12.00,119897.16,Partial Match
INV000253,3,Monitor,960215,5,13370.68,5.00,70196.07,Not Matched
INV000253,4,Tablet,453283,8,6875.45,18.00,64904.25,Matched
INV000253,5,Monitor,829460,4,5102.84,18.00,24085.40,Matched
INV000254,1,Webcam,826532,7,6821.36,5.00,50137.00,Partial Match
INV000254,2,Router,447500,7,13080.87,5.00,96144.39,Not Matched
INV000254,3,Router,995448,9,19634.51,12.00,197915.86,Matched
INV000254,4,Laptop,665884,9,18658.28,18.00,198150.93,Partial Match
INV000254,5,Router,843926,7,10956.90,12.00,85902.10,Not Matched
INV000255,1,Printer,808584,3,3220.00,18.00,11398.80,Matched
INV000255,2,Printer,534209,1,9856.84,5.00,10349.68,Partial Match
INV000255,3,Webcam,197703,7,5408.80,12.00,42404.99,Matched
INV000255,4,Tablet,336564,5,1648.96,18.00,9728.86,Partial Match
INV000256,1,Monitor,877742,4,3758.88,28.00,19245.47,Partial Match
INV000256,2,Mouse,724036,5,15068.90,28.00,96440.96,Partial Match
INV000256,3,Webcam,228631,8,15993.18,12.00,143298.89,Matched
INV000257,1,Webcam,789889,2,8220.29,18.00,19399.88,Not Matched
INV000257,2,Webcam,928671,7,6268.03,18.00,51773.93,Matched
INV000258,1,Webcam,317182,1,4655.05,5.00,4887.80,Matched
INV000258,2,Mouse,942756,2,4120.20,5.00,8652.42,Matched
INV000259,1,Keyboard,404789,10,10257.14,5.00,107699.97,Partial Match
INV000259,2,Webcam,149961,6,18402.91,28.00,141334.35,Not Matched
INV000259,3,Monitor,488338,4,7094.17,12.00,31781.88,Not Matched
INV000260,1,Mouse,625589,1,5320.63,12.00,5959.11,Not Matched
INV000260,2,Monitor,587717,3,7412.29,28.00,28463.19,Not Matched
INV000261,1,Keyboard,456771,10,4626.44,18.00,54591.99,Not Matched
INV000261,2,Mouse,744776,9,13117.72,12.00,132226.62,Matched
INV000261,3,Keyboard,610029,10,15747.05,5.00,165344.03,Partial Match
INV000261,4,Webcam,550128,2,7106.75,18.00,16771.93,Matched
INV000261,5,Server,724137,10,3086.17,28.00,39502.98,Partial Match
INV000262,1,Mouse,920622,9,12630.26,28.00,145500.60,Partial Match
INV000262,2,Tablet,378734,4,8169.91,5.00,34313.62,Matched
INV000262,3,Printer,685552,4,16706.99,12.00,74847.32,Not Matched
INV000263,1,Printer,696298,7,12490.34,5.00,91804.00,Not Matched
INV000263,2,Router,764039,5,9751.37,12.00,54607.67,Matched
INV000264,1,Printer,114854,4,4993.80,18.00,23570.74,Partial Match
INV000264,2,Printer,418456,8,11832.03,12.00,106014.99,Matched
INV000265,1,Printer,950586,6,10470.39,5.00,65963.46,Not Matched
INV000265,2,Webcam,638742,7,6160.84,18.00,50888.54,Partial Match
INV000265,3,Keyboard,172551,4,1997.38,5.00,8389.00,Not Matched
INV000265,4,Printer,385997,3,7181.68,12.00,24130.44,Partial Match
INV000265,5,Printer,219984,2,14662.51,12.00,32844.02,Not Matched
INV000266,1,Keyboard,279798,9,16266.69,28.00,187392.27,Partial Match
INV000266,2,SSD,594781,4,6068.96,5.00,25489.63,Matched
INV000266,3,Tablet,940945,2,14129.00,5.00,29670.90,Partial Match
INV000266,4,Mouse,213260,1,7485.42,18.00,8832.80,Not Matched
INV000266,5,Keyboard,521694,1,5743.36,12.00,6432.56,Partial Match
INV000267,1,Monitor,552154,9,18037.86,18.00,191562.07,Not Matched
INV000267,2,SSD,845129,2,18011.39,12.00,40345.51,Partial Match
INV000268,1,Tablet,234586,2,7292.12,12.00,16334.35,Not Matched
INV000268,2,Tablet,642562,10,15717.40,18.00,185465.32,Matched
INV000268,3,Keyboard,666442,6,1639.40,28.00,12590.59,Partial Match
INV000269,1,Printer,329479,7,11616.26,28.00,104081.69,Not Matched
INV000269,2,Mouse,928997,4,8922.05,28.00,45680.90,Matched
INV000269,3,Mouse,635613,10,8929.02,28.00,114291.46,Matched
INV000270,1,Keyboard,686186,6,4373.02,5.00,27550.03,Partial Match
INV000270,2,SSD,293280,6,11194.83,12.00,75229.26,Not Matched
INV000271,1,Webcam,176161,8,3879.74,12.00,34762.47,Not Matched
INV000271,2,Tablet,648464,3,11786.37,28.00,45259.66,Matched
INV000271,3,Printer,359374,1,13091.62,18.00,15448.11,Matched
INV000271,4,Tablet,989861,1,9040.25,18.00,10667.50,Matched
INV000272,1,Monitor,403119,7,19065.08,28.00,170823.12,Matched
INV000272,2,Webcam,490897,5,4347.06,28.00,27821.18,Matched
INV000272,3,Monitor,171981,4,11972.50,5.00,50284.50,Partial Match
INV000273,1,Printer,122229,10,18288.40,12.00,204830.08,Matched
INV000273,2,Router,220513,5,17813.15,12.00,99753.64,Partial Match
INV000273,3,SSD,560832,10,8350.34,12.00,93523.81,Matched
INV000273,4,Webcam,813144,2,3796.25,5.00,7972.13,Not Matched
INV000274,1,Tablet,436492,8,10075.51,18.00,95112.81,Partial Match
INV000274,2,Mouse,740856,9,16795.99,12.00,169303.58,Not Matched
INV000275,1,Printer,403643,7,6051.00,5.00,44474.85,Not Matched
INV000275,2,Webcam,300498,2,16956.35,28.00,43408.26,Not Matched
INV000275,3,Laptop,314056,4,11170.05,5.00,46914.21,Matched
INV000275,4,Keyboard,203220,2,15288.29,12.00,34245.77,Partial Match
INV000276,1,Router,452316,5,6687.57,28.00,42800.45,Not Matched
INV000276,2,Printer,478017,4,12388.92,18.00,58475.70,Partial Match
INV000276,3,Router,360385,2,15464.24,28.00,39588.45,Matched
INV000277,1,Printer,109847,6,15017.94,28.00,115337.78,Partial Match
INV000277,2,Router,138892,2,12246.11,18.00,28900.82,Matched
INV000277,3,Laptop,640275,2,17008.41,5.00,35717.66,Not Matched
INV000277,4,Monitor,628524,1,9733.90,18.00,11486.00,Partial Match
INV000277,5,Printer,596045,3,10500.15,28.00,40320.58,Matched
INV000278,1,Mouse,935486,6,13227.35,28.00,101586.05,Not Matched
INV000278,2,Router,531223,8,7883.75,12.00,70638.40,Matched
INV000279,1,Keyboard,369772,3,9089.68,18.00,32177.47,Partial Match
INV000279,2,Monitor,476912,2,18221.99,18.00,43003.90,Matched
INV000279,3,Mouse,315925,8,10680.49,12.00,95697.19,Matched
INV000280,1,Keyboard,883734,10,6231.58,5.00,65431.59,Partial Match
INV000280,2,Laptop,901979,4,1084.10,5.00,4553.22,Partial Match
INV000281,1,Monitor,238845,10,1650.62,18.00,19477.32,Not Matched
INV000281,2,Printer,887162,9,13629.86,5.00,128802.18,Not Matched
INV000281,3,Server,742199,8,11782.51,12.00,105571.29,Not Matched
INV000282,1,SSD,724710,7,7805.46,12.00,61194.81,Matched
INV000282,2,Keyboard,296429,5,16467.08,5.00,86452.17,Matched
INV000282,3,Laptop,373792,3,14931.17,12.00,50168.73,Partial Match
INV000282,4,Monitor,424715,2,18510.68,12.00,41463.92,Matched
INV000282,5,Monitor,566978,9,1321.35,18.00,14032.74,Matched
INV000283,1,Mouse,517759,5,10191.94,18.00,60132.45,Partial Match
INV000283,2,Webcam,996649,7,15649.24,18.00,129262.72,Not Matched
INV000283,3,Webcam,853524,5,9333.70,18.00,55068.83,Partial Match
INV000283,4,Printer,983617,2,5439.55,18.00,12837.34,Not Matched
INV000283,5,Monitor,711526,6,16691.09,12.00,112164.12,Partial Match
INV000284,1,Monitor,508695,8,3536.52,18.00,33384.75,Not Matched
INV000284,2,Keyboard,827590,5,10604.68,12.00,59386.21,Not Matched
INV000285,1,SSD,605564,9,5070.44,28.00,58411.47,Not Matched
INV000285,2,Laptop,582587,7,3194.44,18.00,26386.07,Partial Match
INV000285,3,Printer,855673,9,18597.51,5.00,175746.47,Matched
INV000286,1,Keyboard,612081,8,6556.22,28.00,67135.69,Not Matched
INV000286,2,Keyboard,482152,6,5063.69,5.00,31901.25,Matched
INV000286,3,Server,621233,7,3166.11,12.00,24822.30,Partial Match
INV000287,1,Router,468121,4,8914.17,5.00,37439.51,Matched
INV000287,2,Webcam,225136,10,13207.29,18.00,155846.02,Not Matched
INV000287,3,Mouse,752341,9,15749.70,5.00,148834.67,Not Matched
INV000287,4,Mouse,845717,1,11087.21,5.00,11641.57,Partial Match
INV000288,1,Mouse,688499,9,18514.98,28.00,213292.57,Matched
INV000288,2,Tablet,729978,10,1639.44,18.00,19345.39,Matched
INV000288,3,Keyboard,568293,8,13361.77,18.00,126135.11,Not Matched
INV000288,4,Mouse,650872,6,17871.81,12.00,120098.56,Matched
INV000288,5,Tablet,133894,9,2883.11,18.00,30618.63,Partial Match
INV000289,1,Mouse,643766,10,6142.13,5.00,64492.37,Matched
INV000289,2,SSD,692051,1,12454.10,5.00,13076.81,Not Matched
INV000290,1,Laptop,381963,6,8979.40,18.00,63574.15,Partial Match
INV000290,2,Mouse,448662,2,1227.40,28.00,3142.14,Partial Match
INV000290,3,Mouse,750324,4,6194.11,18.00,29236.20,Matched
INV000291,1,Printer,314891,10,13108.82,5.00,137642.61,Partial Match
INV000291,2,Laptop,120413,10,19792.86,5.00,207825.03,Partial Match
INV000291,3,Webcam,391259,10,9281.49,5.00,97455.65,Not Matched
INV000291,4,Router,647637,2,2451.16,28.00,6274.97,Not Matched
INV000292,1,Laptop,966731,8,18257.48,5.00,153362.83,Not Matched
INV000292,2,Printer,236685,6,17231.06,12.00,115792.72,Partial Match
INV000292,3,Webcam,348326,10,8581.92,28.00,109848.58,Partial Match
INV000293,1,Laptop,813881,5,11589.34,5.00,60844.04,Partial Match
INV000293,2,Monitor,710105,3,3840.10,12.00,12902.74,Partial Match
INV000293,3,Laptop,478979,9,6713.08,28.00,77334.68,Not Matched
INV000293,4,Mouse,529020,6,8317.13,28.00,63875.56,Partial Match
INV000293,5,Printer,721714,10,12914.84,5.00,135605.82,Matched
INV000294,1,Server,524340,8,1334.10,5.00,11206.44,Not Matched
INV000294,2,Keyboard,793937,4,15147.40,12.00,67860.35,Partial Match
INV000295,1,SSD,457985,2,10223.23,28.00,26171.47,Partial Match
INV000295,2,Mouse,198046,6,4273.25,18.00,30254.61,Not Matched
INV000296,1,Tablet,502729,4,13376.61,5.00,56181.76,Partial Match
INV000296,2,Monitor,278328,6,16330.48,18.00,115619.80,Partial Match
INV000296,3,Router,521603,7,2872.88,28.00,25741.00,Partial Match
INV000296,4,Tablet,719409,7,16233.10,28.00,145448.58,Matched
INV000296,5,Laptop,313742,6,13125.88,18.00,92931.23,Partial Match
INV000297,1,Router,584667,5,12884.07,5.00,67641.37,Matched
INV000297,2,Keyboard,908920,7,7491.81,18.00,61882.35,Partial Match
INV000297,3,SSD,718735,2,4553.05,18.00,10745.20,Partial Match
INV000297,4,Router,209973,2,13838.13,18.00,32657.99,Partial Match
INV000298,1,SSD,276735,4,7204.27,5.00,30257.93,Not Matched
INV000298,2,SSD,636860,8,17077.00,12.00,153009.92,Partial Match
INV000298,3,Monitor,597793,7,11868.67,12.00,93050.37,Not Matched
INV000298,4,Webcam,527739,5,19615.76,18.00,115732.98,Not Matched
INV000299,1,Laptop,831007,8,19075.05,12.00,170912.45,Matched
INV000299,2,Tablet,314247,1,9739.37,18.00,11492.46,Matched
INV000300,1,Server,829519,3,4473.33,5.00,14090.99,Matched
INV000300,2,Router,738303,1,13881.37,5.00,14575.44,Matched
INV000300,3,Router,840228,2,4999.04,5.00,10497.98,Not Matched
INV000301,1,Keyboard,404738,8,14061.22,5.00,118114.25,Partial Match
INV000301,2,Mouse,253763,6,4917.96,12.00,33048.69,Matched
INV000301,3,Router,505878,1,9085.91,12.00,10176.22,Not Matched
INV000301,4,Monitor,105697,2,9823.98,12.00,22005.72,Matched
INV000301,5,Keyboard,242577,1,4137.86,12.00,4634.40,Matched
INV000302,1,Router,878274,9,6291.26,12.00,63415.90,Matched
INV000302,2,Keyboard,348848,5,7965.35,5.00,41818.09,Partial Match
INV000303,1,Printer,333440,5,3581.09,18.00,21128.43,Matched
INV000303,2,Webcam,762377,7,8516.09,5.00,62593.26,Matched
INV000303,3,SSD,261346,3,1710.13,5.00,5386.91,Matched
INV000303,4,Laptop,671535,5,15027.38,28.00,96175.23,Partial Match
INV000303,5,Router,992922,5,19763.36,18.00,116603.82,Matched
INV000304,1,Router,101102,2,8485.84,12.00,19008.28,Matched
INV000304,2,Laptop,501658,5,2994.42,5.00,15720.71,Not Matched
INV000304,3,Mouse,169621,7,18877.36,5.00,138748.60,Partial Match
INV000305,1,Laptop,320750,7,17235.06,5.00,126677.69,Partial Match
INV000305,2,Tablet,809219,7,16763.25,18.00,138464.45,Not Matched
INV000305,3,Monitor,423558,6,6587.55,5.00,41501.57,Not Matched
INV000306,1,Monitor,157801,2,8053.83,12.00,18040.58,Not Matched
INV000306,2,SSD,500706,9,9205.15,18.00,97758.69,Not Matched
INV000306,3,Router,368394,5,9151.20,5.00,48043.80,Matched
INV000306,4,Laptop,665440,2,2397.25,18.00,5657.51,Matched
INV000307,1,Webcam,361956,4,19606.18,12.00,87835.69,Matched
INV000307,2,Mouse,513095,10,9164.17,28.00,117301.38,Matched
INV000307,3,Tablet,316902,3,15727.99,12.00,52846.05,Matched
INV000307,4,Webcam,129228,6,8561.58,12.00,57533.82,Matched
INV000307,5,Laptop,342333,9,8036.46,12.00,81007.52,Matched
INV000308,1,Router,118083,1,18677.49,28.00,23907.19,Not Matched
INV000308,2,Keyboard,732672,7,6698.97,5.00,49237.43,Not Matched
INV000308,3,Laptop,465463,9,12956.37,12.00,130600.21,Not Matched
INV000309,1,Keyboard,699074,2,15472.01,28.00,39608.35,Not Matched
INV000309,2,Server,434021,1,5189.23,12.00,5811.94,Not Matched
INV000309,3,SSD,476753,1,12019.24,28.00,15384.63,Not Matched
INV000309,4,SSD,231506,4,15860.14,28.00,81203.92,Not Matched
INV000310,1,Monitor,434265,2,3905.36,28.00,9997.72,Matched
INV000310,2,Mouse,935663,2,2441.41,12.00,5468.76,Matched
INV000311,1,Laptop,889706,9,5966.06,12.00,60137.88,Partial Match
INV000311,2,Laptop,210437,8,6843.15,18.00,64599.34,Partial Match
INV000312,1,Laptop,570594,6,19748.34,5.00,124414.54,Matched
