Document_ID,Invoice_ID,Vendor_Name,Vendor_GSTIN,Buyer_Name,Invoice_Number,Invoice_Date,PO_Number,Taxable_Amount,CGST_Amount,SGST_Amount,IGST_Amount,Total_Amount,Confidence_Score,OCR_Status,Reconciliation_Status,Processing_Time_Min,Exception_Reason
DOC000542,INV000542,Omega Supplies,18ABCDE1531F1Z7,Accenture,INVNO-100542,2025-01-24,PO-1248581,244439.05,32082.62,32082.63,0,308604.3,88.15,Partial,Matched,22,No Exception
DOC000543,INV000543,Omega Supplies,14ABCDE6544F1Z9,Capgemini,INVNO-100543,2025-06-02,PO-5542469,54473.9,1642.95,1642.96,0,57759.81,82.3,Success,Matched,17,No Exception
DOC000544,INV000544,Smart Electronics,35ABCDE9495F1Z3,Capgemini,INVNO-100544,2024-06-26,PO-9374075,235659.1,0,0,33568.79,269227.89,83.52,Partial,Matched,12,No Exception
DOC000545,INV000545,Crystal Electronics,24ABCDE2456F1Z8,IBM India,INVNO-100545,2024-03-31,PO-7500634,129118.08,0,0,30244.39,159362.47,81.84,Success,Matched,24,No Exception
DOC000546,INV000546,Pioneer Industries,31ABCDE4932F1Z9,IBM India,INVNO-100546,2025-08-12,PO-7010447,240433.65,13689.25,13689.24,0,267812.14,82.36,Success,Matched,2,No Exception
DOC000547,INV000547,Smart Electronics,13ABCDE3374F1Z7,Wipro,INVNO-100547,2024-01-08,PO-9823822,223715.36,0,0,53365.84,277081.2,82.49,Success,Matched,28,No Exception
DOC000548,INV000548,Velocity Systems,22ABCDE8802F1Z3,Infosys,INVNO-100548,2025-08-13,PO-7093380,231600.06,15253.54,15253.54,0,262107.14,98.83,Success,Matched,4,No Exception
DOC000549,INV000549,ABC Industries,34ABCDE1814F1Z7,HCL,INVNO-100549,2024-07-14,PO-5175137,93735.94,10462.51,10462.52,0,114660.97,86.79,Failed,Matched,8,No Exception
DOC000550,INV000550,Elite Components,30ABCDE7280F1Z4,HCL,INVNO-100550,2024-06-20,PO-3638009,177013.63,13477.93,13477.93,0,203969.49,98.28,Partial,Matched,25,No Exception
DOC000551,INV000551,Blue Ocean Pvt Ltd,26ABCDE6736F1Z9,Capgemini,INVNO-100551,2025-03-13,PO-9704975,51364.62,5677.03,5677.03,0,62718.68,92.87,Success,Matched,3,No Exception
DOC000552,INV000552,Sunrise Traders,23ABCDE1871F1Z6,Infosys,INVNO-100552,2025-11-20,PO-6109308,325095.19,21935.46,21935.45,0,368966.1,83.61,Partial,Matched,25,No Exception
DOC000553,INV000553,Elite Components,20ABCDE8060F1Z5,TCS,INVNO-100553,2024-03-01,PO-2248529,208452.54,16174.18,16174.19,0,240800.91,97.8,Failed,Exception,26,Duplicate Invoice
DOC000554,INV000554,Sigma Enterprises,14ABCDE4025F1Z7,Wipro,INVNO-100554,2024-09-14,PO-2467043,231886.74,0,0,55634.63,287521.37,83.32,Success,Matched,4,No Exception
DOC000555,INV000555,Velocity Systems,35ABCDE3444F1Z4,HCL,INVNO-100555,2025-08-16,PO-1884089,174754.71,17203.65,17203.66,0,209162.02,89.8,Failed,Matched,1,No Exception
DOC000556,INV000556,Sunrise Traders,30ABCDE5507F1Z3,Capgemini,INVNO-100556,2024-11-27,PO-6253131,92185.28,0,0,11062.24,103247.52,98.97,Partial,Matched,23,No Exception
DOC000557,INV000557,Blue Ocean Pvt Ltd,34ABCDE4400F1Z8,Infosys,INVNO-100557,2024-05-25,PO-5984760,79374.68,7750.27,7750.28,0,94875.23,81.23,Success,Matched,11,No Exception
DOC000558,INV000558,Global Traders,26ABCDE2259F1Z7,IBM India,INVNO-100558,2024-03-17,PO-4312230,453016.1,0,0,70298.18,523314.28,96.97,Failed,Matched,7,No Exception
DOC000559,INV000559,Elite Components,37ABCDE4341F1Z6,Wipro,INVNO-100559,2024-06-15,PO-1145593,258501.34,32198.9,32198.89,0,322899.13,89.46,Partial,Matched,7,No Exception
DOC000560,INV000560,Apex Manufacturing,23ABCDE6050F1Z6,HCL,INVNO-100560,2024-01-06,PO-3340706,29861.46,2687.53,2687.53,0,35236.52,81.76,Success,Matched,30,No Exception
DOC000561,INV000561,GreenLeaf Trading,30ABCDE6786F1Z4,Cognizant,INVNO-100561,2024-04-20,PO-4617436,243981.44,30715.47,30715.48,0,305412.39,89.16,Success,Matched,21,No Exception
DOC000562,INV000562,ABC Industries,29ABCDE4886F1Z8,IBM India,INVNO-100562,2024-12-25,PO-7690337,356438.02,40209.06,40209.05,0,436856.13,90.21,Partial,Matched,14,No Exception
DOC000563,INV000563,Smart Electronics,11ABCDE1403F1Z8,Capgemini,INVNO-100563,2025-06-12,PO-7796101,173524.74,0,0,39192.74,212717.48,97.82,Success,Matched,27,No Exception
DOC000564,INV000564,Sunrise Traders,32ABCDE6491F1Z9,HCL,INVNO-100564,2025-11-19,PO-9410899,74843.52,4626.68,4626.68,0,84096.88,92.38,Partial,Matched,11,No Exception
DOC000565,INV000565,Metro Distributors,30ABCDE1817F1Z1,Cognizant,INVNO-100565,2025-06-25,PO-9001906,134194.88,0,0,18799.01,152993.89,88.22,Success,Matched,18,No Exception
DOC000566,INV000566,Vertex Systems,37ABCDE5066F1Z7,TCS,INVNO-100566,2024-02-22,PO-4592180,277892.79,0,0,36627.01,314519.8,99.59,Success,Matched,2,No Exception
DOC000567,INV000567,Elite Components,23ABCDE5052F1Z6,TCS,INVNO-100567,2024-02-26,PO-6929475,90371.88,5489.33,5489.33,0,101350.54,82.13,Partial,Matched,11,No Exception
DOC000568,INV000568,Pioneer Industries,28ABCDE1729F1Z9,Accenture,INVNO-100568,2024-04-14,PO-7574077,245397.81,19412.65,19412.65,0,284223.11,92.57,Success,Matched,6,No Exception
DOC000569,INV000569,Blue Ocean Pvt Ltd,27ABCDE6462F1Z5,Infosys,INVNO-100569,2024-05-26,PO-7779932,511479.34,58391.81,58391.81,0,628262.96,97.21,Partial,Matched,17,No Exception
DOC000570,INV000570,Tech Solutions,18ABCDE3258F1Z4,TCS,INVNO-100570,2024-04-23,PO-5142286,552686.46,0,0,107798.65,660485.11,94.21,Partial,Matched,7,No Exception
DOC000571,INV000571,Crystal Electronics,22ABCDE8033F1Z3,TCS,INVNO-100571,2025-03-19,PO-4607650,260944.73,0,0,48506.76,309451.49,82.49,Success,Matched,1,No Exception
DOC000572,INV000572,Future Tech,19ABCDE2057F1Z2,Cognizant,INVNO-100572,2024-03-15,PO-7415087,142377.12,19932.79,19932.8,0,182242.71,91.4,Success,Matched,7,No Exception
DOC000573,INV000573,Crystal Electronics,25ABCDE7730F1Z2,Wipro,INVNO-100573,2024-10-17,PO-9216118,246899.91,0,0,56908.07,303807.98,81.75,Success,Matched,1,No Exception
DOC000574,INV000574,Smart Electronics,12ABCDE2645F1Z7,TCS,INVNO-100574,2025-07-04,PO-7671002,104789.71,9672.56,9672.56,0,124134.83,98.58,Failed,Matched,16,No Exception
DOC000575,INV000575,Future Tech,12ABCDE2262F1Z9,Infosys,INVNO-100575,2024-06-01,PO-5782684,186793.23,23672.65,23672.66,0,234138.54,94.41,Failed,Matched,11,No Exception
DOC000576,INV000576,Blue Ocean Pvt Ltd,11ABCDE1415F1Z2,Cognizant,INVNO-100576,2024-04-11,PO-7853461,36046.96,1593.86,1593.85,0,39234.67,82.46,Failed,Matched,19,No Exception
DOC000577,INV000577,ABC Industries,37ABCDE8275F1Z4,TCS,INVNO-100577,2025-10-04,PO-5440869,526272.92,0,0,83850.16,610123.08,93.24,Failed,Matched,30,No Exception
DOC000578,INV000578,Crystal Electronics,36ABCDE5544F1Z2,Capgemini,INVNO-100578,2024-11-19,PO-1525612,281126.98,17859.85,17859.84,0,316846.67,97.67,Success,Matched,30,No Exception
DOC000579,INV000579,Pioneer Industries,32ABCDE8741F1Z6,Capgemini,INVNO-100579,2024-05-24,PO-1621102,78454.47,3838.95,3838.95,0,86132.37,90.64,Success,Matched,29,No Exception
DOC000580,INV000580,Metro Distributors,24ABCDE3290F1Z6,Cognizant,INVNO-100580,2024-01-26,PO-6497669,238347.28,0,0,27734.48,266081.76,96.3,Partial,Matched,27,No Exception
DOC000581,INV000581,Blue Ocean Pvt Ltd,23ABCDE1515F1Z4,Capgemini,INVNO-100581,2024-11-07,PO-5645579,102657.67,6781.01,6781.01,0,116219.69,92.69,Failed,Matched,21,No Exception
DOC000582,INV000582,Tech Solutions,14ABCDE6941F1Z4,Cognizant,INVNO-100582,2025-05-03,PO-9627691,25914.18,0,0,1295.71,27209.89,85.89,Success,Partial Match,21,Missing GSTIN
DOC000583,INV000583,Velocity Systems,27ABCDE5934F1Z1,TCS,INVNO-100583,2025-09-11,PO-7175955,367983.13,24127.42,24127.42,0,416237.97,86.24,Failed,Matched,19,No Exception
DOC000584,INV000584,Sigma Enterprises,18ABCDE7558F1Z2,TCS,INVNO-100584,2025-03-11,PO-9416269,316386.81,0,0,80128.72,396515.53,94.26,Partial,Matched,29,No Exception
DOC000585,INV000585,Neo Technologies,37ABCDE1871F1Z7,HCL,INVNO-100585,2024-12-30,PO-9561318,205918.29,0,0,28507.69,234425.98,81.63,Failed,Matched,28,No Exception
DOC000586,INV000586,Apex Manufacturing,17ABCDE4913F1Z2,Infosys,INVNO-100586,2025-01-09,PO-9296876,24642.8,1309.44,1309.45,0,27261.69,90.74,Failed,Matched,7,No Exception
DOC000587,INV000587,Omega Supplies,15ABCDE4143F1Z1,Cognizant,INVNO-100587,2025-05-20,PO-1424608,224517.59,0,0,32748.6,257266.19,93.34,Partial,Matched,29,No Exception
DOC000588,INV000588,GreenLeaf Trading,14ABCDE8935F1Z7,HCL,INVNO-100588,2025-09-08,PO-9078588,107030.97,0,0,19265.57,126296.54,92.7,Success,Matched,30,No Exception
DOC000589,INV000589,Global Traders,12ABCDE7146F1Z3,IBM India,INVNO-100589,2025-10-18,PO-3083542,190207.54,20963.44,20963.44,0,232134.42,98.13,Success,Matched,12,No Exception
DOC000590,INV000590,Neo Technologies,30ABCDE1632F1Z9,Wipro,INVNO-100590,2025-05-08,PO-5617388,371244.05,0,0,63981.75,435225.8,87.31,Partial,Matched,2,No Exception
DOC000591,INV000591,Velocity Systems,10ABCDE8684F1Z9,Cognizant,INVNO-100591,2025-07-21,PO-6915153,231927.2,0,0,26937.89,258865.09,95.27,Failed,Matched,4,No Exception
DOC000592,INV000592,Elite Components,31ABCDE5264F1Z3,HCL,INVNO-100592,2025-01-20,PO-7516880,216581.02,26290.41,26290.41,0,269161.84,84.67,Failed,Matched,15,No Exception
DOC000593,INV000593,Prime Supplies,25ABCDE3772F1Z4,Infosys,INVNO-100593,2025-07-08,PO-3831219,52473.06,0,0,11569.05,64042.11,98.55,Failed,Matched,13,No Exception
DOC000594,INV000594,Elite Components,36ABCDE1852F1Z9,Infosys,INVNO-100594,2024-12-11,PO-8259535,353853.3,0,0,60793.18,414646.48,85.25,Partial,Matched,3,No Exception
DOC000595,INV000595,Velocity Systems,33ABCDE2477F1Z7,TCS,INVNO-100595,2025-05-11,PO-4081698,148320.3,0,0,12233.73,160554.03,88.76,Partial,Matched,17,No Exception
DOC000596,INV000596,Smart Electronics,35ABCDE6064F1Z4,Wipro,INVNO-100596,2025-11-23,PO-4911523,127377.77,10723.32,10723.32,0,148824.41,93.52,Partial,Partial Match,19,Amount Mismatch
DOC000597,INV000597,GreenLeaf Trading,29ABCDE6179F1Z5,Accenture,INVNO-100597,2024-02-10,PO-7392528,105430.6,9903.99,9903.98,0,125238.57,94.04,Partial,Matched,27,No Exception
DOC000598,INV000598,Crystal Electronics,35ABCDE5594F1Z1,Capgemini,INVNO-100598,2025-05-11,PO-7435956,177000.1,19290.52,19290.52,0,215581.14,91.16,Success,Matched,29,No Exception
DOC000599,INV000599,Blue Ocean Pvt Ltd,13ABCDE9119F1Z8,IBM India,INVNO-100599,2024-01-07,PO-1146994,21520.69,0,0,3873.72,25394.41,90.17,Failed,Matched,3,No Exception
DOC000600,INV000600,Prime Supplies,37ABCDE1082F1Z3,Wipro,INVNO-100600,2024-07-28,PO-5640953,69324.48,0,0,15459.48,84783.96,90.67,Partial,Matched,7,No Exception
DOC000601,INV000601,GreenLeaf Trading,31ABCDE3041F1Z5,TCS,INVNO-100601,2024-11-30,PO-3601208,80525.18,0,0,7027.97,87553.15,87.07,Success,Matched,8,No Exception
DOC000602,INV000602,GreenLeaf Trading,11ABCDE8391F1Z6,Cognizant,INVNO-100602,2025-10-15,PO-4915697,78304.3,6905.46,6905.46,0,92115.22,92.16,Success,Matched,30,No Exception
DOC000603,INV000603,Neo Technologies,16ABCDE8307F1Z8,Capgemini,INVNO-100603,2025-02-26,PO-2467179,17720.99,1509.22,1509.23,0,20739.44,86.29,Partial,Matched,2,No Exception
DOC000604,INV000604,GreenLeaf Trading,35ABCDE6534F1Z1,Wipro,INVNO-100604,2024-09-12,PO-3658224,334414.6,0,0,22935.4,357350,85.27,Failed,Matched,16,No Exception
DOC000605,INV000605,Sigma Enterprises,28ABCDE3714F1Z3,Accenture,INVNO-100605,2024-02-19,PO-9290942,42029.88,0,0,2101.49,44131.37,89.15,Partial,Matched,27,No Exception
DOC000606,INV000606,GreenLeaf Trading,24ABCDE1063F1Z4,Cognizant,INVNO-100606,2025-02-09,PO-6137200,40318.14,0,0,5547.2,45865.34,86.54,Failed,Matched,12,No Exception
DOC000607,INV000607,Crystal Electronics,16ABCDE1264F1Z9,Cognizant,INVNO-100607,2025-06-29,PO-8884115,188123.05,15393.89,15393.89,0,218910.83,91.86,Success,Matched,21,No Exception
DOC000608,INV000608,Metro Distributors,23ABCDE6612F1Z6,Capgemini,INVNO-100608,2024-06-23,PO-3867115,166028.52,16226.06,16226.05,0,198480.63,85.9,Failed,Matched,6,No Exception
DOC000609,INV000609,Blue Ocean Pvt Ltd,20ABCDE3845F1Z9,Accenture,INVNO-100609,2025-08-29,PO-9818451,150500.42,12541.43,12541.44,0,175583.29,81.01,Partial,Matched,26,No Exception
DOC000610,INV000610,Sigma Enterprises,26ABCDE2321F1Z8,Wipro,INVNO-100610,2024-11-27,PO-3371120,13868.2,694.47,694.46,0,15257.13,96.44,Success,Matched,24,No Exception
DOC000611,INV000611,Tech Solutions,11ABCDE8192F1Z3,IBM India,INVNO-100611,2025-06-04,PO-5920318,199750.52,13609.73,13609.72,0,226969.97,84.24,Failed,Matched,4,No Exception
DOC000612,INV000612,Velocity Systems,32ABCDE2621F1Z3,Wipro,INVNO-100612,2025-12-27,PO-9073646,244975.28,0,0,61635.41,306610.69,84.41,Failed,Matched,30,No Exception
DOC000613,INV000613,Vertex Systems,28ABCDE1770F1Z8,Accenture,INVNO-100613,2024-12-10,PO-1361033,134611.04,9998,9998.01,0,154607.05,91.69,Failed,Matched,22,No Exception
DOC000614,INV000614,Pioneer Industries,15ABCDE2673F1Z5,Cognizant,INVNO-100614,2024-01-16,PO-2187153,153411.96,0,0,38742.77,192154.73,81.35,Failed,Matched,21,No Exception
DOC000615,INV000615,Smart Electronics,12ABCDE1185F1Z7,Cognizant,INVNO-100615,2025-06-25,PO-7743810,298702.26,0,0,80060.58,378762.84,85.3,Partial,Matched,17,No Exception
DOC000616,INV000616,Sunrise Traders,36ABCDE1988F1Z7,Capgemini,INVNO-100616,2025-02-03,PO-7441639,67491.64,3793.01,3793,0,75077.65,99.78,Partial,Matched,5,No Exception
DOC000617,INV000617,Blue Ocean Pvt Ltd,20ABCDE4178F1Z5,Wipro,INVNO-100617,2024-05-07,PO-1808220,61338.27,5288.2,5288.2,0,71914.67,88.65,Failed,Matched,26,No Exception
DOC000618,INV000618,Pioneer Industries,21ABCDE5303F1Z9,Capgemini,INVNO-100618,2024-04-03,PO-9594260,175947.83,0,0,20982.98,196930.81,93.13,Failed,Matched,7,No Exception
DOC000619,INV000619,Vertex Systems,21ABCDE4871F1Z6,Infosys,INVNO-100619,2024-09-15,PO-9850035,122913.37,4818.63,4818.63,0,132550.63,91.27,Success,Matched,2,No Exception
DOC000620,INV000620,Global Traders,34ABCDE8747F1Z4,Accenture,INVNO-100620,2025-12-06,PO-1511126,83964.12,0,0,10075.7,94039.82,93.27,Failed,Matched,13,No Exception
DOC000621,INV000621,Velocity Systems,27ABCDE9382F1Z7,Wipro,INVNO-100621,2025-03-10,PO-6550365,271773.16,0,0,60285.47,332058.63,95.11,Partial,Matched,22,No Exception
DOC000622,INV000622,Elite Components,26ABCDE8247F1Z1,Infosys,INVNO-100622,2024-01-10,PO-3650451,252041.05,19490.24,19490.23,0,291021.52,87.59,Success,Matched,13,No Exception
DOC000623,INV000623,Smart Electronics,25ABCDE8599F1Z1,Infosys,INVNO-100623,2024-12-03,PO-2572749,30645.07,0,0,3677.4,34322.47,95.14,Success,Matched,3,No Exception
DOC000624,INV000624,Smart Electronics,19ABCDE4356F1Z9,HCL,INVNO-100624,2025-11-19,PO-4611322,105719.2,0,0,15834.35,121553.55,94.78,Failed,Matched,23,No Exception
DOC000625,INV000625,Future Tech,22ABCDE4193F1Z7,Infosys,INVNO-100625,2025-09-19,PO-6547818,213389.46,0,0,22677.17,236066.63,94.14,Success,Matched,6,No Exception
DOC000626,INV000626,Apex Manufacturing,16ABCDE3803F1Z7,Infosys,INVNO-100626,2024-01-17,PO-1744022,137976.74,0,0,12469,150445.74,87.92,Partial,Matched,29,No Exception
DOC000627,INV000627,Elite Components,14ABCDE6323F1Z9,IBM India,INVNO-100627,2024-05-09,PO-9169486,206213.17,0,0,35812.3,242025.47,95.49,Partial,Matched,6,No Exception
DOC000628,INV000628,Sigma Enterprises,32ABCDE7926F1Z2,TCS,INVNO-100628,2025-03-23,PO-5309391,192944.56,15158.87,15158.87,0,223262.3,88.77,Success,Partial Match,13,Duplicate Invoice
DOC000629,INV000629,Blue Ocean Pvt Ltd,14ABCDE2429F1Z8,Capgemini,INVNO-100629,2024-04-04,PO-5998721,221665.35,16789.47,16789.47,0,255244.29,94.31,Failed,Matched,24,No Exception
DOC000630,INV000630,Crystal Electronics,20ABCDE2479F1Z8,Wipro,INVNO-100630,2024-09-16,PO-2668812,81152.27,10134.84,10134.84,0,101421.95,92.25,Failed,Matched,3,No Exception
DOC000631,INV000631,Vertex Systems,26ABCDE1570F1Z9,HCL,INVNO-100631,2024-03-04,PO-5403175,234066.3,19605.81,19605.82,0,273277.93,95.44,Failed,Matched,15,No Exception
DOC000632,INV000632,Apex Manufacturing,27ABCDE1214F1Z7,Capgemini,INVNO-100632,2025-10-31,PO-6050849,315820.12,0,0,56847.62,372667.74,84.16,Success,Matched,10,No Exception
DOC000633,INV000633,Omega Supplies,18ABCDE5423F1Z7,Wipro,INVNO-100633,2025-06-23,PO-6155494,153121.06,3828.03,3828.02,0,160777.11,84.89,Failed,Matched,21,No Exception
DOC000634,INV000634,Apex Manufacturing,10ABCDE5292F1Z1,Wipro,INVNO-100634,2024-12-25,PO-4929007,346501.62,17038.58,17038.59,0,380578.79,97.56,Partial,Matched,21,No Exception
DOC000635,INV000635,Elite Components,33ABCDE8932F1Z5,IBM India,INVNO-100635,2024-02-28,PO-9202496,260972.54,0,0,41250.6,302223.14,97.44,Failed,Matched,10,No Exception
DOC000636,INV000636,Tech Solutions,36ABCDE5128F1Z6,Accenture,INVNO-100636,2024-03-24,PO-4727919,348178.26,0,0,33775.98,381954.24,93.85,Success,Matched,15,No Exception
DOC000637,INV000637,GreenLeaf Trading,26ABCDE1892F1Z1,Wipro,INVNO-100637,2024-01-26,PO-4590764,181433.92,0,0,17965,199398.92,93.36,Failed,Matched,30,No Exception
DOC000638,INV000638,Crystal Electronics,13ABCDE1053F1Z6,TCS,INVNO-100638,2025-03-15,PO-4428945,397468.94,0,0,89685.03,487153.97,99.33,Partial,Matched,25,No Exception
DOC000639,INV000639,Smart Electronics,17ABCDE2270F1Z1,HCL,INVNO-100639,2025-05-14,PO-4838553,220720.02,28006.32,28006.32,0,276732.66,92.46,Success,Matched,13,No Exception
DOC000640,INV000640,Omega Supplies,35ABCDE5014F1Z4,Infosys,INVNO-100640,2025-04-10,PO-4878459,125144.4,0,0,30376.41,155520.81,98.98,Failed,Matched,15,No Exception
DOC000641,INV000641,Tech Solutions,19ABCDE6705F1Z8,Capgemini,INVNO-100641,2024-01-08,PO-7225424,115787.63,0,0,31170.7,146958.33,84.14,Partial,Matched,17,No Exception
DOC000642,INV000642,Apex Manufacturing,30ABCDE6071F1Z5,Cognizant,INVNO-100642,2025-04-16,PO-7787422,295156.92,14912.8,14912.79,0,324982.51,85.62,Partial,Matched,9,No Exception
DOC000643,INV000643,Omega Supplies,34ABCDE4663F1Z3,Accenture,INVNO-100643,2025-08-27,PO-3091546,171869.18,13676.94,13676.95,0,199223.07,95.02,Partial,Partial Match,10,Amount Mismatch
DOC000644,INV000644,Velocity Systems,18ABCDE9743F1Z5,IBM India,INVNO-100644,2025-03-10,PO-7716301,128002.4,12688.65,12688.65,0,153379.7,85.97,Failed,Matched,16,No Exception
DOC000645,INV000645,Metro Distributors,23ABCDE8430F1Z8,IBM India,INVNO-100645,2024-11-14,PO-3437303,66785.07,6523.84,6523.83,0,79832.74,88.9,Success,Matched,25,No Exception
DOC000646,INV000646,Sigma Enterprises,31ABCDE4688F1Z7,HCL,INVNO-100646,2025-07-24,PO-1006799,262426.2,0,0,39723.88,302150.08,96.1,Partial,Matched,5,No Exception
DOC000647,INV000647,Blue Ocean Pvt Ltd,14ABCDE6951F1Z4,TCS,INVNO-100647,2024-01-04,PO-5681170,305241.71,29014.9,29014.9,0,363271.51,86.32,Failed,Matched,12,No Exception
DOC000648,INV000648,Pioneer Industries,26ABCDE2337F1Z6,Accenture,INVNO-100648,2025-05-21,PO-8759831,77380.59,3308.31,3308.31,0,83997.21,91.83,Success,Partial Match,23,Duplicate Invoice
DOC000649,INV000649,Tech Solutions,33ABCDE5000F1Z7,Cognizant,INVNO-100649,2024-06-02,PO-2136399,39663.78,1486.44,1486.45,0,42636.67,85.52,Failed,Matched,19,No Exception
DOC000650,INV000650,Global Traders,33ABCDE2339F1Z2,Capgemini,INVNO-100650,2024-07-02,PO-4419645,188567.84,0,0,17041.56,205609.4,87.23,Success,Matched,3,No Exception
DOC000651,INV000651,Sunrise Traders,36ABCDE7512F1Z8,Cognizant,INVNO-100651,2025-03-24,PO-2523180,44400.28,2303.81,2303.81,0,49007.9,95.49,Partial,Matched,22,No Exception
DOC000652,INV000652,Blue Ocean Pvt Ltd,17ABCDE9066F1Z5,Infosys,INVNO-100652,2025-07-30,PO-6636588,23064.88,0,0,2456.62,25521.5,99.91,Partial,Matched,26,No Exception
DOC000653,INV000653,Crystal Electronics,33ABCDE2614F1Z3,Infosys,INVNO-100653,2025-01-16,PO-9061189,151898.2,8820.32,8820.32,0,169538.84,84.64,Failed,Matched,29,No Exception
DOC000654,INV000654,Omega Supplies,34ABCDE7209F1Z4,Wipro,INVNO-100654,2025-05-24,PO-2746212,152251,7784.31,7784.32,0,167819.63,92.6,Failed,Matched,7,No Exception
DOC000655,INV000655,Omega Supplies,27ABCDE2956F1Z6,Capgemini,INVNO-100655,2024-12-27,PO-1125166,90398.09,0,0,8621.13,99019.22,94.96,Partial,Matched,23,No Exception
DOC000656,INV000656,Omega Supplies,14ABCDE8026F1Z6,Accenture,INVNO-100656,2025-04-17,PO-3510258,125120.72,0,0,19930.09,145050.81,84.05,Success,Matched,20,No Exception
DOC000657,INV000657,Metro Distributors,31ABCDE6239F1Z7,IBM India,INVNO-100657,2024-12-15,PO-8528685,56955.86,6518.33,6518.33,0,69992.52,86.06,Failed,Matched,1,No Exception
DOC000658,INV000658,Global Traders,24ABCDE2075F1Z1,Accenture,INVNO-100658,2024-07-06,PO-2112109,122874.44,7192.47,7192.47,0,137259.38,84.09,Success,Matched,28,No Exception
DOC000659,INV000659,ABC Industries,10ABCDE4529F1Z1,Wipro,INVNO-100659,2025-07-10,PO-4311764,265705.9,22238.43,22238.43,0,310182.76,87.54,Success,Matched,3,No Exception
DOC000660,INV000660,Smart Electronics,18ABCDE2046F1Z7,Infosys,INVNO-100660,2024-04-09,PO-9350929,97315.45,13288.83,13288.84,0,123893.12,84.81,Partial,Matched,3,No Exception
DOC000661,INV000661,Future Tech,35ABCDE3419F1Z7,Capgemini,INVNO-100661,2024-01-28,PO-5524410,128586.52,15047.49,15047.48,0,158681.49,91.25,Partial,Matched,13,No Exception
DOC000662,INV000662,Vertex Systems,16ABCDE5716F1Z5,Accenture,INVNO-100662,2024-07-06,PO-8139121,34166.17,0,0,1708.31,35874.48,85.21,Success,Matched,30,No Exception
DOC000663,INV000663,Pioneer Industries,37ABCDE3026F1Z1,Accenture,INVNO-100663,2025-03-04,PO-4749427,102452.6,0,0,16583.06,119035.66,92.87,Failed,Matched,14,No Exception
DOC000664,INV000664,Zenith Solutions,25ABCDE8957F1Z7,TCS,INVNO-100664,2025-08-14,PO-2728886,32947.83,0,0,6630.6,39578.43,87.58,Partial,Matched,13,No Exception
DOC000665,INV000665,Neo Technologies,20ABCDE8696F1Z8,TCS,INVNO-100665,2025-08-22,PO-5136931,234672.65,19286.47,19286.47,0,273245.59,98.83,Partial,Matched,23,No Exception
DOC000666,INV000666,Velocity Systems,36ABCDE6911F1Z1,Infosys,INVNO-100666,2024-03-31,PO-6937357,127437.74,7228.71,7228.71,0,141895.16,80.6,Failed,Matched,16,No Exception
DOC000667,INV000667,Pioneer Industries,17ABCDE9008F1Z7,HCL,INVNO-100667,2024-07-12,PO-2343286,86269.08,7015.93,7015.93,0,100300.94,89.69,Failed,Matched,7,No Exception
DOC000668,INV000668,Prime Supplies,20ABCDE1360F1Z2,Cognizant,INVNO-100668,2024-11-07,PO-2462473,65247.09,5872.23,5872.24,0,76991.56,81.95,Failed,Matched,7,No Exception
DOC000669,INV000669,Neo Technologies,37ABCDE9418F1Z2,IBM India,INVNO-100669,2024-06-21,PO-3596801,111905.67,0,0,31333.59,143239.26,91.53,Success,Matched,1,No Exception
DOC000670,INV000670,Zenith Solutions,23ABCDE6951F1Z1,HCL,INVNO-100670,2025-01-17,PO-4385870,241338.71,0,0,43226.94,284565.65,84.24,Failed,Exception,23,PO Mismatch
DOC000671,INV000671,Vertex Systems,19ABCDE8257F1Z2,IBM India,INVNO-100671,2024-06-10,PO-1573149,153439.39,0,0,22644.65,176084.04,83.29,Success,Matched,3,No Exception
DOC000672,INV000672,Vertex Systems,12ABCDE6290F1Z8,Wipro,INVNO-100672,2024-06-06,PO-2473359,134910.1,0,0,9179.03,144089.13,93.93,Failed,Matched,3,No Exception
DOC000673,INV000673,Tech Solutions,11ABCDE8334F1Z8,TCS,INVNO-100673,2025-03-22,PO-1060827,228142.34,9495.5,9495.51,0,247133.35,80.05,Failed,Matched,30,No Exception
DOC000674,INV000674,Blue Ocean Pvt Ltd,21ABCDE7380F1Z1,HCL,INVNO-100674,2024-08-20,PO-1895101,131843.98,0,0,32583.09,164427.07,80.53,Success,Matched,13,No Exception
DOC000675,INV000675,Zenith Solutions,12ABCDE2745F1Z2,Wipro,INVNO-100675,2024-12-15,PO-7064654,351921.33,0,0,73704.72,425626.05,97.6,Success,Matched,23,No Exception
DOC000676,INV000676,Omega Supplies,30ABCDE4272F1Z6,HCL,INVNO-100676,2025-09-11,PO-8861294,207214.62,0,0,46974.03,254188.65,99.44,Success,Matched,30,No Exception
DOC000677,INV000677,Prime Supplies,18ABCDE2801F1Z6,Capgemini,INVNO-100677,2025-02-14,PO-3637760,28908.73,0,0,6648.57,35557.3,89.85,Success,Matched,11,No Exception
DOC000678,INV000678,ABC Industries,10ABCDE3117F1Z7,HCL,INVNO-100678,2024-07-27,PO-8648057,94569.42,7945.64,7945.63,0,110460.69,80.96,Partial,Matched,2,No Exception
DOC000679,INV000679,Omega Supplies,35ABCDE3426F1Z9,HCL,INVNO-100679,2025-03-12,PO-8481872,277449.3,6936.23,6936.24,0,291321.77,86.92,Success,Matched,14,No Exception
